C#,CNAME,PERIOD,CREDIT,TEACHER
3304,数字设计与计算机原理,64.0,4.0,"段战胜,孙宏滨"
3305,数字设计与计算机原理,64.0,4.0,"吕红强,张旭翀"
3306,系统建模与动力学分析,48.0,3.0,闫涛
3307,系统建模与动力学分析,48.0,3.0,连峰
3308,计算机网络原理与应用,48.0,2.5,杨静
3309,运动控制系统,40.0,2.5,杨旸
3310,信息物理融合能源系统,32.0,2.0,"管晓宏,徐占伯,吴江,刘坤,刘烃"
3311,智能信息融合,32.0,2.0,韩德强
3312,系统仿真与元宇宙,32.0,2.0,卫军胡
3313,数字设计与计算机原理专题实验,32.0,1.0,"刘瑞玲,刘源"
3314,过程控制与系统,32.0,2.0,郑辑光
3315,计算机控制技术,32.0,2.0,葛思擘
3316,工业系统综合自动化基础,32.0,2.0,高峰
3317,自动控制原理专题实验2,16.0,0.5,景洲
3318,“运动控制系统”专题实验,32.0,1.0,刘源
3319,“现代检测技术”专题实验,32.0,1.0,刘瑞玲
3320,“计算机控制技术”专题实验,32.0,1.0,景洲
3321,电子线路设计设计训练专题实验2,24.0,0.75,刘美兰
3322,过程控制与系统专题实验,32.0,1.0,"刘瑞玲,王莹"
3323,智能控制,32.0,2.0,胡怀中
3324,移动机器人,32.0,2.0,吕娜
3325,数字图像与视频处理,40.0,2.5,"兰旭光,张雪涛"
3326,无线传感器网络,32.0,2.0,姚向华
3327,网络与信息安全,40.0,2.0,沈超
3328,计算智能,32.0,2.0,柯良军
3329,导航与制导原理,32.0,2.0,兰剑
3330,智能机器人基础,32.0,2.0,曹建福
3331,自动控制原理II,48.0,3.0,郑辑光
3332,Linux操作系统应用开发训练,32.0,1.0,田丽华
3333,Linux操作系统应用开发训练,32.0,1.0,田丽华
3334,计算机组成与结构专题实验,32.0,1.0,"李晨,张玉龙,王飞,田丽华"
3335,计算机组成与结构专题实验,32.0,1.0,"李晨,张玉龙,王飞,田丽华"
3336,计算机组成与结构专题实验,32.0,1.0,"李晨,张玉龙,王飞,田丽华"
3337,计算机组成与结构专题实验,32.0,1.0,曲桦
3338,网络空间安全导论,32.0,2.0,"苏洲,刘怡良,王云涛,李鹏"
3339,计算概论,32.0,2.0,"师斌,龚铁梁"
3340,计算概论,32.0,2.0,"师斌,龚铁梁"
3341,计算概论,32.0,2.0,"师斌,龚铁梁"
3342,大学计算机 - 数据分析,52.0,3.0,张伟
3343,大学计算机 - 数据分析,52.0,3.0,仇国巍
3344,大学计算机 - 人工智能,52.0,3.0,崔舒宁
3345,大学计算机 - 人工智能,52.0,3.0,崔舒宁
3346,大学计算机 - 信息技术,52.0,3.0,谢涛
3347,大学计算机 - 算法编程,52.0,3.0,陈龙
3348,大学计算机 - 算法编程,52.0,3.0,陈龙
3349,大学计算机 - 算法编程,52.0,3.0,房琛琛
3350,大学计算机 - 算法编程,52.0,3.0,刘虎军
3351,大学计算机 - 算法编程,52.0,3.0,齐琪
3352,大学计算机 - 算法编程,52.0,3.0,张伟
3353,大学计算机 - 算法编程,52.0,3.0,张喆
3354,大学计算机 - 算法编程,52.0,3.0,吴宁
3355,算法设计与问题求解,36.0,2.0,乔亚男
3356,面向对象与桌面应用程序设计,36.0,2.0,房琛琛
3357,面向对象与桌面应用程序设计,36.0,2.0,赵彪
3358,数据库技术及应用,36.0,2.0,"刘虎军,代锦飞"
3359,数据库技术及应用,36.0,2.0,赵英良
3360,Web编程技术,36.0,2.0,"谢涛,李宏伟"
3361,物联网技术及应用,36.0,2.0,"齐琪,安健"
3362,大数据分析与可视化,36.0,2.0,夏秦
3363,大数据分析与可视化,36.0,2.0,顾刚
3364,离散数学A,64.0,4.0,"曹相湧,李文,彭祯"
3365,离散数学A,64.0,4.0,钱屹
3366,离散数学A,64.0,4.0,钱屹
3367,离散数学A,64.0,4.0,"曹相湧,彭祯"
3368,大学计算机基础（民族预科）,56.0,3.0,顾刚
3369,数字逻辑电路,48.0,3.0,顿玉洁
3370,数字逻辑电路,48.0,3.0,王萍
3371,程序设计基础,56.0,3.0,李锋
3372,程序设计基础,56.0,3.0,仇国巍
3373,程序设计基础,56.0,3.0,李锋
3374,计算机科学基础和高级程序设计-1,32.0,2.0,钱屹
3375,嵌入式智能系统,40.0,2.0,李保红
3376,数据结构与算法,56.0,3.0,"乔亚男,刘虎军"
3377,数据结构与算法A（拔尖班）,80.0,4.0,顾刚
3378,无线传感器网络,32.0,2.0,"范建存,毕海霞"
3379,程序设计思想方法与实践,64.0,3.0,杨义军
3380,人工智能导论,32.0,2.0,张玲玲
3381,网络安全实战,48.0,2.5,陶敬
3382,现代密码学,32.0,2.0,赵俊舟
3383,计算机系统导论,64.0,4.0,"单丹枫,李昊"
3384,形式语言与编译,56.0,3.5,李波
3385,形式语言与编译,56.0,3.5,赵银亮
3386,形式语言与编译,56.0,3.5,赵银亮
3387,形式语言与编译,56.0,3.5,赵银亮
3388,计算机网络原理,48.0,3.0,王志文
3389,编译器设计专题实验,32.0,1.0,戴慧珺
3390,编译器设计专题实验,32.0,1.0,戴慧珺
3391,数据结构与算法II,48.0,3.0,杜友田
3392,数据结构与算法II,48.0,3.0,周亚东
3393,计算机网络专题实验,32.0,1.0,郑卫斌
3394,计算机网络专题实验,32.0,1.0,"张利平,安健"
3395,传感与检测专题实验,32.0,1.0,张利平
3396,认知计算与机器学习,40.0,2.0,鲍军鹏
3397,数据库系统,64.0,3.5,任雪斌
3398,计算机体系结构,56.0,3.0,陈衡
3399,数据库系统,48.0,2.5,"何亮,孙鹤立"
3400,数据库系统,48.0,2.5,冯中慧
3401,数据库系统,48.0,2.5,冯中慧
3402,算法分析与设计,48.0,2.5,赖欣
3403,算法分析与设计,48.0,2.5,朱晓燕
3404,计算机原理与嵌入式系统,48.0,3.0,杨晨
3405,物联网原理,56.0,3.5,"桂小林,安健,丁菡"
3406,物联网信息安全,40.0,2.0,"桂小林,戴慧珺"
3407,密码分析学,32.0,2.0,李吉亮
3408,人工智能安全与对抗,32.0,2.0,"沈超,蔺琛皓"
3409,木马核心技术分析,32.0,2.0,孙钦东
3410,软件安全分析,32.0,2.0,范铭
3411,在线社交网络智能分析与对抗,32.0,2.0,刘晓明
3412,Rust语言程序设计,48.0,2.5,谢涛
3413,“数据结构与程序设计”专题实验,32.0,1.0,"刘美兰,刘源"
3414,优化方法基础,32.0,2.0,罗敏楠
3415,面向对象程序设计,48.0,2.5,李保红
3416,面向对象程序设计,48.0,2.5,李保红
3417,组合数学,32.0,2.0,蔺杰
3418,软件定义网络,40.0,2.0,张鹏
3419,汇编语言,48.0,2.5,陈衡
3420,汇编语言,48.0,2.5,董小社
3421,汇编语言,48.0,2.5,张兴军
3422,电子系统设计专题实验2,16.0,0.5,郑卫斌
3423,计算机组成原理,48.0,3.0,"秦涛,张克旺"
3424,物体标识与管理专题实验,32.0,1.0,安健
3425,游戏设计与开发（AR/VR）,32.0,2.0,唐亚哲
3426,软件工程,32.0,2.0,王鸽
3427,计算机视觉与模式识别,48.0,2.5,"苏远歧,王乐"
3428,计算机视觉与模式识别,48.0,2.5,"苏远歧,王乐"
3429,表达与交流,48.0,3.0,"陈希,闫理贺,胡建晨,管晓宏"
3430,基于“互联网+”背景的创业基础,48.0,2.0,黄健
3431,基于“互联网+”背景的创业基础,48.0,2.0,张莹
3432,微电子科学与工程导论,16.0,1.0,"程军,耿莉,张鸿,张国和"
3433,微机原理与应用技术,56.0,3.0,"张朝阳,陈涛"
3434,微机原理与应用技术,56.0,3.0,"姚向华,王志国"
3435,半导体物理与器件专题实验2,24.0,0.5,雷冰洁
3436,半导体物理与器件专题实验2,24.0,0.5,杨明超
3437,半导体物理与器件专题实验2,24.0,0.5,杨明超
3438,数字逻辑电路Ⅱ,48.0,3.0,李昕
3439,数字逻辑电路实验Ⅱ,32.0,1.0,杨栋
3440,数字逻辑电路实验Ⅱ,32.0,1.0,雷冰洁
3441,电子技术实验-2,16.0,0.5,郑卫斌
3442,电子技术实验-2,16.0,0.5,张利平
3443,电子技术实验-2,16.0,0.5,王今雨
3444,半导体物理与器件,64.0,4.0,赵小龙
3445,数字逻辑电路,56.0,3.5,王今雨
3446,数字逻辑电路,56.0,3.5,伍卫国
3447,数字逻辑电路,56.0,3.5,刘松
3448,电化学基础,56.0,3.0,"易文辉,王景平,徐友龙,代锦飞"
3449,半导体器件,64.0,3.5,彭文博
3450,半导体器件,64.0,3.5,张国和
3451,半导体器件,64.0,3.5,张永
3452,半导体物理,56.0,3.5,"徐友龙,赵金燕,牛刚,杨亚威"
3453,固体电子学实验1,32.0,1.0,"王景平,姚向华,马明"
3454,物理电子学实验1,32.0,1.0,陈兵
3455,微电子学实验,32.0,1.0,"王景平,姚向华,刘增辉"
3456,光电子学实验1,32.0,1.0,田亚玲
3457,微电子制造技术,32.0,2.0,刘明
3458,微电子制造技术,32.0,2.0,周磊簜
3459,模拟集成电路专题实验,48.0,1.5,齐欢欢
3460,模拟集成电路专题实验,48.0,1.5,齐欢欢
3461,电介质物理,64.0,3.5,"徐卓,魏晓勇,夏颂,李飞"
3462,模拟电子系统专题实验,32.0,1.0,齐欢欢
3463,模拟电子系统专题实验,32.0,1.0,杨栋
3464,数字系统设计基础,32.0,2.0,梁峰
3465,数字系统设计专题实验,32.0,1.0,雷冰洁
3466,数字系统设计专题实验,32.0,1.0,王旭辉
3467,模拟集成电路设计II,40.0,2.5,许江涛
3468,模拟集成电路设计II,40.0,2.5,桂小琰
3469,电子材料与器件原理,40.0,2.5,"周迪,李晓,胡庆元"
3470,电子材料与器件原理,40.0,2.5,"周迪,胡庆元,李晓"
3471,电子材料与器件原理,40.0,2.5,向锋
3472,材料物理化学,40.0,2.5,"李振荣,王玲艳,刘增辉"
3473,材料物理化学,40.0,2.5,"李振荣,王玲艳,刘增辉"
3474,现代微分析导论,32.0,2.0,"王领航,汪敏强"
3475,现代微分析导论,32.0,2.0,"汪敏强,王领航"
3476,信息显示技术（双语）,40.0,2.5,"胡文波,李洁"
3477,光电子材料与器件（双语）,32.0,2.0,"云峰,丁文,田振寰"
3478,光电子材料与器件（双语）,32.0,2.0,"云峰,丁文,田振寰"
3479,现代光学,40.0,2.5,"陈烽,杜广庆"
3480,激光原理与技术,40.0,2.5,樊叔维
3481,激光原理与技术,40.0,2.5,樊叔维
3482,集成电路封装技术,32.0,2.0,李高明
3483,微机电系统,32.0,2.0,韩传余
3484,射频电路设计专题实验,32.0,1.0,师振盛
3485,射频电路设计专题实验,32.0,1.0,田春明
3486,信号与系统VI,56.0,3.0,"王洪广,黄健,刘美琴"
3487,等离子体电子学导论,32.0,2.0,"李永东,王耀功"
3488,电子技术基础,96.0,5.0,"符均,张育"
3489,现代电子技术基础,56.0,3.0,"徐然,王若铮"
3490,《历史上最伟大的10个方程》,16.0,1.0,"曹猛,张贻齐,刘纯亮"
3491,《时间简史》导读,16.0,1.0,李峰
3492,《时间简史》导读,16.0,1.0,蔡寅
3493,《时间简史》导读,16.0,1.0,李奉南
3494,艺术与科学的交汇,16.0,1.0,"管晓宏,杜友田"
3495,互联网技术与应用,32.0,2.0,杨琦
3496,互联网技术与应用,32.0,2.0,杨琦
3497,计算思维与程序设计,32.0,2.0,杨琦
3498,计算思维与程序设计,32.0,2.0,杨琦
3499,从一到无穷大,16.0,1.0,"李璟睿,庄建,张楠"
3500,普通人的诺奖之旅—量子十讲,16.0,1.0,"牛刚,王玮,王宏兴"
3501,普通人的诺奖之旅—量子十讲,16.0,1.0,"王宏兴,牛刚,王玮"
3502,系统工程与项目管理,32.0,2.0,彭勤科
3503,经典阅读：理想国,16.0,1.0,李璟睿
3504,经典阅读：理想国,16.0,1.0,李璟睿
3505,费曼自传导读,16.0,1.0,"贺雨晨,刘建彬"
3506,费曼自传导读,16.0,1.0,"贺雨晨,刘建彬"
3507,硅谷创新简史,32.0,2.0,张冰
3508,硅谷创新简史,32.0,2.0,张冰
3509,电与生命,32.0,2.0,"丁文,王洪广,刘纯亮"
3510,卫星导航系统漫谈,32.0,2.0,冯彦翔
3511,信号与系统Ⅰ,64.0,4.0,张渭乐
3512,信号与系统Ⅰ,64.0,4.0,王磊
3513,信号与系统Ⅰ,64.0,4.0,张建国
3514,信号与系统Ⅰ,64.0,4.0,廖学文
3515,信号与系统Ⅰ,64.0,4.0,王磊
3516,信号与系统Ⅰ,64.0,4.0,杜清河
3517,信号与系统Ⅰ,64.0,4.0,胡晓燕
3518,信号与系统III,48.0,3.0,郑通兴
3519,信号与系统III,48.0,3.0,"杨阳,郑通兴"
3520,通信原理与应用,96.0,5.5,"范建存,张莹,张翠翠"
3521,电磁场理论I,56.0,3.5,张贻齐
3522,电磁场理论I,56.0,3.5,"吴胜利,刘建彬"
3523,通信原理II,48.0,3.0,李锋
3524,电磁场理论II,48.0,3.0,"曹猛,林舒"
3525,数字信号处理,44.0,2.5,雷磊
3526,数字信号处理,44.0,2.5,周艳辉
3527,信号与系统实验,16.0,0.5,"张建国,王霞,黄健,张渭乐,洪玺"
3528,信号与系统实验,16.0,0.5,黄健
3529,无线通信系统虚拟仿真实验,16.0,0.5,"张国梅,张世娇"
3530,通信原理实验,16.0,0.5,张翠翠
3531,电子技术实验-2,16.0,0.5,张翠翠
3532,信息论基础The Elements of Information Theory,40.0,2.5,王慧明
3533,信息论基础The Elements of Information Theory,40.0,2.5,王熠晨
3534,信息论基础The Elements of Information Theory,40.0,2.5,邓科
3535,移动通信,40.0,2.5,罗新民
3536,短距离无线通信专题实验,32.0,1.0,陈伟
3537,工程与社会,8.0,0.5,宋云鹏
3538,工程与社会,8.0,0.5,张育
3539,工程与社会,8.0,0.5,张育
3540,数字通信与无线系统,40.0,2.5,"张国梅,杜清河,高贞贞"
3541,电子系统设计基础,32.0,1.0,洪玺
3542,光纤通信,40.0,2.5,田春明
3543,光纤通信,40.0,2.5,李杰
3544,数据通信与计算机网络,40.0,2.5,洪伟
3545,通信网与程控交换技术,40.0,2.5,张亦希
3546,微机原理及应用,48.0,2.5,"张国梅,张育"
3547,天线原理,32.0,2.0,"陈晓明,陈娟"
3548,天线原理,32.0,2.0,"陈娟,陈晓明"
3549,纠错编码理论,32.0,2.0,李锋
3550,数字图象处理,32.0,2.0,梁毅军
3551,信号与系统IV,40.0,2.5,顿玉洁
3552,信号与系统IV,40.0,2.5,"侯兴松,张译"
3553,数字信号处理,40.0,2.5,张懿洁
3554,太阳能电池设计制作,32.0,1.0,易文辉
3555,压电器件设计制作,32.0,1.0,"夏颂,高翔宇"
3556,压电器件设计制作,32.0,1.0,高翔宇
3557,电子系统设计制作,32.0,1.0,张朝阳
3558,电子系统设计制作,32.0,1.0,"张朝阳,张彦鹏"
3559,专业实习,0.0,3.0,王志
3560,初级项目2：基于FPGA开发板的数字系统设计,52.0,2.0,程军
3561,科研训练,32.0,1.0,唐亚哲
3562,离散数学Ⅳ,32.0,2.0,高照奇
3563,离散数学Ⅳ,32.0,2.0,李振
3564,概率统计与随机过程,64.0,4.0,"王平辉,阮亮中"
3565,概率统计与随机过程,64.0,4.0,"刘美琴,言浬"
3566,概率统计与随机过程,64.0,4.0,"吕刚明,赖欣"
3567,概率统计与随机过程,64.0,4.0,"赵俊舟,言浬"
3568,离散数学基础,40.0,2.5,柯炜
3569,工程优化方法与应用,32.0,2.0,高贞贞
3570,信息科学的矩阵分析基础,32.0,2.0,贺丽君
3571,量子力学,32.0,2.0,谭文疆
3572,量子力学,32.0,2.0,吴朝新
3573,热力学与统计物理,32.0,2.0,阙文修
3574,热力学与统计物理,32.0,2.0,尹行天
3575,论文写作与发表,16.0,1.0,罗敏楠
3576,计算机科研习课,128.0,4.0,单丹枫
3577,科研训练,32.0,1.0,李秦龙
3578,科研训练,32.0,1.0,李辉
3579,科研训练,32.0,1.0,刘乃豪
3580,面向对象程序设计方法,32.0,2.0,原盛
3581,计算机组成原理与系统结构,48.0,3.0,李晨
3582,操作系统,40.0,2.5,田丽华
3583,计算机网络,40.0,2.0,朱利
3584,嵌入式软件设计,32.0,2.0,史金钢
3585,编译原理,40.0,2.5,"吴晓军,徐亦飞"
3586,数据库系统（英）,40.0,2.5,白秀秀
3587,软件工程经济学,32.0,2.0,王晨旭
3588,数据库系统设计综合训练,16.0,0.5,白秀秀
3589,算法设计与分析,40.0,2.5,郑帅
3590,图像处理与机器视觉,40.0,2.5,"祝继华,田智强,李钟毓"
3591,机器学习技术综合训练,16.0,0.5,"庞善民,白秀秀"
3592,网络信息安全,32.0,2.0,田暄
3593,机器学习导论,32.0,2.0,庞善民
3594,编译系统设计综合训练,16.0,0.5,"吴晓军,徐亦飞"
3595,大数据技术,32.0,2.0,赵加坤
3596,计算机网络专题实验,32.0,1.0,张玉龙
3597,计算机网络专题实验,32.0,1.0,张玉龙
3598,计算机网络专题实验,32.0,1.0,张玉龙
3599,计算机网络专题实验,32.0,1.0,张玉龙
3600,计算机网络专题实验,32.0,1.0,张玉龙
3601,自然语言处理技术,32.0,2.0,姜沛林
3602,面向对象程序设计综合训练,16.0,0.5,"原盛,徐亦飞"
3603,图像处理与机器视觉综合训练,16.0,0.5,田智强
3604,Python程序设计综合训练,16.0,0.5,"张玉龙,郭宇"
3605,计算机科学与人工智能的数学基础I,64.0,4.0,汪建基
3606,现代物理与人工智能II,40.0,3.5,"杨勐,汪建基,蒋才桂"
3607,现代控制工程,56.0,3.0,刘妹琴
3608,机器学习,48.0,3.0,魏平
3609,机器人导航技术实验,32.0,1.0,"姚慧敏,袁泽剑"
3610,深度学习工具与平台,44.0,2.0,张旭翀
3611,深度学习工具与平台,44.0,2.0,张旭翀
3612,深度学习工具与平台,44.0,2.0,张旭翀
3613,脑信号处理实验,32.0,1.0,陈霸东
3614,机器人学基础,56.0,3.0,徐林海
3615,多智能体与人机混合智能,40.0,2.0,张雪涛
3616,人工智能工具、平台与系统,40.0,2.0,张旭翀
3617,人工智能的科学理解,16.0,1.0,周三平
3618,智能感知与移动计算,38.0,2.0,"王鸽,惠维"
3619,计算机体系结构,48.0,3.0,夏天
3620,自然计算,32.0,2.0,郭宇
3621,自然计算,32.0,2.0,郭宇
3622,强化学习,32.0,2.0,薛建儒
3623,强化学习,32.0,2.0,薛建儒
3624,3D计算机图形学,38.0,2.0,"刘跃虎,张驰"
3625,概率统计与随机过程（智）,64.0,4.0,"左炜亮,周三平"
3626,电工实习Ⅰ,32.0,1.0,"杨荣,赵军亚,毕文婷,孙有为,夏禹,李莉"
3627,电工实习Ⅰ,32.0,1.0,"杨荣,赵军亚,毕文婷,夏禹,孙有为,李莉"
3628,电工实习Ⅰ,32.0,1.0,"杨荣,赵军亚,毕文婷,夏禹,孙有为,李莉"
3629,综合工程训练1,40.0,1.0,"栗茂林,张铭,赵军亚,张育林,王娜,李党超,加有维,崔琦,黄宝娟,杨荣,邵敏,李铭,沈瑶,王明伟,张泽,毕文婷"
3630,综合工程训练2,40.0,1.0,"栗茂林,张铭,赵军亚,王娜,张育林,李党超,加有维,崔琦,黄宝娟,杨荣,邵敏,李铭,沈瑶,王明伟,张泽,毕文婷"
3631,综合工程训练Ⅳ,32.0,1.0,"栗茂林,加有维,崔琦,杨荣,毕文婷,张育林,王明伟,张泽,李铭"
3632,电子创新与创客实践,40.0,2.0,"毕文婷,闫森,杨荣"
3633,机器人创意设计与实践,48.0,2.0,"张育林,王明伟,李铭,黄宝娟"
3634,测控实习,32.0,1.0,"张育林,李铭"
3635,测控实习,32.0,1.0,王明伟
3636,金工实习Ⅱ,32.0,1.0,"栗茂林,李党超,加有维,张铭,邓天鑫,周耀成,郁志浩,赵宁,张珂,祁小朋,孙毓忠,吴毅,沈瑶,邵敏,崔琦"
3637,金工实习Ⅲ-2,64.0,1.0,"栗茂林,吴毅,崔琦,邵敏,沈瑶,张珂,祁小朋,孙毓忠"
3638,金工实习Ⅲ-2,64.0,1.0,"栗茂林,吴毅,崔琦,邵敏,沈瑶,张珂,祁小朋,孙毓忠"
3639,金工实习Ⅲ-2,64.0,1.0,"栗茂林,吴毅,崔琦,邵敏,沈瑶,张珂,祁小朋,孙毓忠"
3640,金工实习Ⅲ-2,64.0,1.0,"栗茂林,吴毅,崔琦,邵敏,沈瑶,张珂,祁小朋,孙毓忠"
3641,金工实习Ⅰ,64.0,2.0,"栗茂林,李党超,加有维,张铭,邓天鑫,周耀成,郁志浩,曲滨,赵宁,徐峰,宋爱梅"
3642,金工实习Ⅰ,64.0,2.0,"栗茂林,吴毅,郁志浩,周耀成,张铭,李党超,加有维,崔琦,邵敏,沈瑶,曲滨,邓天鑫,张珂,赵宁,祁小朋,徐峰,孙毓忠,宋爱梅"
3643,金工实习Ⅰ,64.0,2.0,"栗茂林,郁志浩,周耀成,吴毅,张铭,李党超,加有维,崔琦,邵敏,沈瑶,曲滨,邓天鑫,张珂,赵宁,祁小朋,徐峰,孙毓忠,宋爱梅"
3644,金工实习Ⅰ,64.0,2.0,"栗茂林,郁志浩,周耀成,吴毅,张铭,李党超,加有维,崔琦,邵敏,沈瑶,曲滨,邓天鑫,张珂,赵宁,祁小朋,徐峰,孙毓忠,宋爱梅"
3645,金工实习Ⅰ,64.0,2.0,"栗茂林,郁志浩,周耀成,吴毅,张铭,李党超,加有维,崔琦,邵敏,沈瑶,曲滨,邓天鑫,张珂,赵宁,祁小朋,徐峰,孙毓忠,宋爱梅"
3646,金工实习Ⅰ,64.0,2.0,"栗茂林,李党超,加有维,张铭,周耀成,郁志浩,曲滨,邓天鑫,赵宁,徐峰,宋爱梅"
3647,金工实习Ⅰ,64.0,2.0,"栗茂林,李党超,加有维,张铭,邓天鑫,周耀成,曲滨,郁志浩,赵宁,徐峰,宋爱梅"
3648,金工实习Ⅰ,64.0,2.0,"栗茂林,李党超,加有维,张铭,周耀成,郁志浩,曲滨,邓天鑫,赵宁,徐峰,宋爱梅"
3649,《天朝的崩溃》导读,16.0,1.0,吴超
3650,《天朝的崩溃》导读,16.0,1.0,吴超
3651,逻辑的力量,16.0,1.0,"Mohamed Saber Lassoued,郑彦臻"
3652,被误解的化学键：《化学键的本质》导读,16.0,1.0,吴超
3653,被误解的化学键：《化学键的本质》导读,16.0,1.0,吴超
3654,国际关系分析,32.0,2.0,李科
3655,孙子兵法的智慧,32.0,2.0,"问鸿滨,徐宇春"
